acctno,actdt,deactdt,deactreason,goodcredit,rateplan,dealertype
2175120922747,1999-04-23,,,1,1,A1
2175157356608,1999-10-13,,,1,1,A1
2175158237196,1999-11-30,,,1,2,A1
2175159568030,1999-12-16,,,1,1,A2
2175166547552,2000-11-30,,,1,3,B1
2175181101668,1999-12-04,,,0,1,C1
2175200735748,2000-02-03,,,0,1,B1
2175202995392,2000-03-15,,,0,1,A1
2175212165226,2000-07-23,,,1,1,A2
2175221219512,2000-02-28,2000-04-25,COMP,0,1,A1
2175231911528,2000-01-11,,,1,1,B1
2175250240832,1999-03-29,1999-05-13,TECH,1,1,B1
2175286129153,1999-10-28,,,1,1,A1
2175292392288,2000-07-25,,,1,1,A1
2175303299498,2000-06-01,,,1,3,A1
2175354199315,2000-10-20,,,0,1,A1
2175363430210,1999-11-18,,,1,1,A1
2175390197543,2000-02-11,,,0,1,B1
2175392049624,2000-10-09,,,1,1,A1
2175394398288,2000-03-01,,,1,1,B1
2175396663926,2001-01-06,,,1,1,A1
2175400920843,1999-12-17,2000-11-30,COMP,1,1,B1
2175417847022,2000-04-22,,,1,1,B1
2175430376625,1999-12-23,,,1,1,B1
2175447146976,2000-05-06,,,0,1,A1
2175468309318,2000-12-15,,,1,2,A1
2175478834000,1999-08-20,,,1,1,A1
2175490132144,2000-06-12,,,0,2,A1
2175496026061,1999-06-16,,,1,2,A1
2175496277844,1999-03-13,,,1,2,A1
2175534519537,2000-01-02,,,1,1,A2
2175570637526,2000-05-31,,,1,1,B1
2175589946840,1999-03-09,2000-02-01,TECH,1,3,A1
2175601289606,2000-12-22,,,0,1,A1
2175638577234,1999-11-26,,,1,1,A1
2175642583362,2000-08-31,,,1,1,A1
2175642799879,2000-07-28,,,1,2,A1
2175666502338,2000-05-15,,,0,1,C1
2175690179912,2000-11-22,2000-12-05,COMP,1,1,A1
2175705705448,1999-10-19,,,1,1,A1
2175709489152,2001-01-01,,,1,2,A1
2175734392269,1999-02-18,2000-04-14,NEED,1,1,A1
2175748450083,1999-08-31,2000-11-27,NEED,0,1,A1
2175748581749,2000-02-29,2000-05-06,MOVE,1,1,A1
2175783131638,2000-12-30,,,1,1,A1
2175804049701,2001-01-08,,,1,3,C1
2175816101652,1999-11-01,2000-10-30,COMP,1,1,A1
2175816959116,2000-09-05,,,0,1,B1
2175832630054,1999-11-30,,,0,1,A1
2175843778552,2000-09-01,,,1,1,A1
2175860124688,1999-04-26,,,0,1,A1
2175880389042,1999-11-26,,,1,1,A2
2175893029653,2000-09-16,,,1,1,B1
2175895790554,2000-12-22,,,1,2,A2
2175898654210,2000-03-29,2000-10-23,DEBT,0,3,C1
2175901449258,1999-11-02,,,1,1,A1
2175907483133,1999-11-27,,,1,1,A2
2175912079384,2000-09-19,2000-11-13,COMP,0,3,A1
2175940259398,1999-12-03,,,0,1,B1
2175990011760,1999-07-19,2000-11-25,NEED,1,1,A1
2176006708160,1999-11-28,,,0,1,A2
2176038430441,2001-01-02,2001-01-03,NEED,1,2,A1
2176070674392,2000-09-19,,,1,2,B1
2176088875089,1999-08-25,2000-03-09,COMP,1,1,B1
2176109582394,2000-05-27,,,1,1,B1
2176127801852,2000-12-28,,,1,2,C1
2176140614613,2001-01-10,,,1,2,B1
2176141306930,2000-07-07,,,1,1,B1
2176147628706,1999-06-19,,,1,2,A1
2176162534734,2000-07-31,,,0,1,B1
2176174137072,1999-08-28,,,1,1,B1
2176185585504,1999-11-20,,,0,1,A1
2176250607058,1999-04-16,,,1,1,A1
2176274843578,1999-12-21,,,1,1,A1
2176276434608,2000-05-20,,,1,3,A1
2176313886168,2001-01-10,,,0,2,C1
2176317272550,2000-09-05,,,1,1,A2
2176318903936,2000-08-26,,,1,1,A2
2176334694456,2000-10-26,,,1,1,A1
2176337582228,1999-08-26,,,1,1,A2
2176364392575,2000-03-22,,,0,1,C1
2176365922265,2000-09-04,,,1,1,A1
2176373869575,1999-07-02,,,1,3,A1
2176408570104,2000-07-26,,,1,2,A1
2176429301090,2000-07-31,,,0,2,A1
2176432141760,1999-12-28,,,1,1,A1
2176434550944,1999-12-31,2000-01-28,NEED,1,1,A1
2176435065816,2000-06-27,,,1,1,B1
2176441173242,2000-04-22,,,1,1,B1
2176441553968,1999-11-28,,,1,1,B1
2176461248598,1999-04-20,,,1,2,A1
2176470516120,2000-12-19,,,0,2,B1
2176480896028,1999-06-07,2000-12-18,DEBT,0,3,A1
2176488607784,2000-01-30,,,0,1,A1
2176488692322,1999-08-31,,,1,1,B1
2176514836698,1999-12-23,2000-11-28,COMP,0,2,B1
2176516059228,1999-03-28,,,1,3,A1
2176522212696,2000-08-14,2000-12-18,DEBT,1,1,A1
2176532697984,2000-05-24,,,1,1,C1
2176541667632,2000-06-30,,,1,1,B1
2176551794526,2000-05-21,,,1,2,B1
2176553066847,1999-09-30,2000-06-01,MOVE,1,1,A1
2176556956824,2000-04-27,2000-05-10,NEED,1,1,C1
2176573353645,1999-04-15,2000-03-05,,1,1,A2
2176579189208,1999-07-03,,,1,2,B1
2176583580580,1999-03-26,1999-06-16,NEED,1,1,A2
2176586819328,2000-11-14,,,1,1,C1
2176592248330,2000-12-22,,,0,2,B1
2176599223077,1999-11-29,,,1,1,A2
2176613638548,1999-07-20,,,1,1,C1
2176614437318,2000-08-08,,,1,3,C1
2176620891670,1999-11-30,2000-08-19,NEED,1,1,A2
2176641794968,1999-04-22,,,1,3,A1
2176643465991,2000-07-06,,,1,2,A1
2176670280795,1999-11-05,,,1,1,A1
2176672148520,2000-10-21,,,1,1,B1
2176680240000,1999-12-14,,,1,1,A1
2176699415758,1999-11-27,,,0,1,A2
2176700509333,2000-12-31,,,1,2,A1
2176701567306,1999-12-20,,,1,1,A2
2176708385836,2000-04-08,,,1,2,A1
2176740325244,1999-12-18,,,1,1,A1
2176748277004,2000-08-09,,,1,2,A1
2176756771362,1999-12-11,,,1,1,B1
2176763670352,2001-01-17,,,1,2,C1
2176785566310,1999-03-23,2000-10-11,DEBT,1,1,B1
2176791974940,2000-12-30,,,1,2,A1
2176796016826,2000-02-14,2000-06-19,TECH,0,1,B1
2176817045644,2000-11-24,,,1,2,A1
2176828398468,1999-09-28,,,0,1,C1
2176835037472,2000-10-08,,,0,1,B1
2176883323358,2000-05-20,,,1,1,B1
2176914577275,2000-08-07,,,1,2,A1
2176925533072,1999-05-14,,,1,1,A2
2176995723522,2000-01-04,,,0,1,A1
2176996827676,2000-07-18,,,1,1,B1
2177001879462,2000-11-04,,,1,1,A2
2177003902758,1999-12-29,,,1,1,A1
2177042422165,2000-01-24,,,1,3,C1
2177054695528,2000-08-08,,,1,3,A1
2177088584808,1999-12-22,,,1,1,A1
2177110914240,1999-10-15,2000-12-05,MOVE,0,1,C1
2177127949384,2000-06-15,,,0,1,B1
2177154446458,2000-10-07,,,1,3,A1
2177158304415,2000-04-27,,,1,3,B1
2177160210088,2000-09-17,,,1,1,A1
2177164181664,1999-04-05,,,1,1,A2
2177166456209,1999-05-07,1999-06-09,TECH,1,3,A1
2177177809378,1999-08-18,2000-10-13,DEBT,0,1,A1
2177190654360,2000-06-03,2000-07-21,COMP,1,1,A1
2177200942003,1999-08-09,2000-10-25,DEBT,0,1,A2
2177213757216,1999-06-09,,,1,3,A1
2177255668038,1999-12-17,,,1,1,A1
2177263027334,1999-12-31,,,1,1,A1
2177281078584,2000-09-15,,,1,2,A1
2177293521408,1999-08-24,,,1,1,A2
2177300195224,2000-02-29,,,1,1,A1
2177326213688,2000-03-15,,,1,1,B1
2177328025896,2000-12-23,,,1,1,A2
2177343287828,1999-04-19,,,1,1,A1
2177347917321,2000-09-18,,,0,1,C1
2177350085239,2000-04-29,,,0,3,A2
2177356908258,2000-12-11,,,1,1,A1
2177374853328,2000-01-07,,,0,2,B1
2177386888272,2000-08-10,,,1,1,B1
2177403767658,2000-12-30,,,0,2,B1
2177416336812,1999-08-06,,,1,1,C1
2177430841722,1999-06-28,,,1,1,C1
2177431407293,1999-12-27,2000-09-29,TECH,1,1,B1
2177435887576,2001-01-09,,,1,1,A2
2177443194200,2000-12-30,,,1,1,A1
2177485768774,1999-09-14,1999-09-21,NEED,0,1,C1
2177507400183,1999-10-08,,,0,2,A1
2177514393540,1999-10-09,,,0,1,A1
2177523650004,2000-09-15,,,1,1,A2
2177527036233,1999-05-11,2000-03-08,COMP,1,1,A1
2177555787912,1999-06-29,,,0,1,A1
2177571319863,1999-05-01,,,1,1,A2
2177571376458,2000-09-12,,,0,1,A1
2177585724544,1999-12-30,,,1,1,A1
2177607384347,2000-07-28,,,0,1,A1
2177621996208,2000-08-28,,,1,1,C1
2177637786468,2000-12-20,,,1,2,B1
2177646575478,2000-10-06,,,1,1,A1
2177651033967,2000-03-04,,,1,1,B1
2177653442865,1999-04-03,2000-05-08,COMP,1,1,A1
2177686728902,2001-01-03,,,1,2,B1
2177699997710,2000-10-31,,,0,3,A1
2177700822483,2000-01-16,,,0,1,A1
2177711006152,1999-05-28,,,1,1,A2
2177716338183,1999-05-31,,,1,2,B1
2177728121394,1999-12-23,,,1,1,B1
2177764722870,2000-06-17,,,1,1,A1
2177782919638,2000-07-24,,,1,1,A1
2177796114033,2000-09-02,2000-11-25,COMP,1,1,A1
2177804580864,2000-09-15,,,1,1,A1
2177823199758,2000-12-29,,,1,1,B1
2177850126517,2000-12-27,,,1,1,A1
2177882793491,1999-05-17,,,0,2,C1
2177949818926,2000-11-27,,,1,1,A1
2177950121632,2000-07-27,,,1,1,C1
2177985348726,2000-07-08,,,0,1,A1
2178003017508,2000-08-28,2001-01-17,COMP,1,2,A1
2178007052388,1999-04-06,,,0,1,A1
2178010472550,1999-05-18,,,1,1,A1
2178039491736,2000-01-03,,,0,1,A1
2178046715443,1999-12-15,,,1,1,A1
2178052845696,1999-06-17,2000-04-03,COMP,1,3,A1
2178091214135,1999-08-11,,,1,1,C1
2178091765074,2000-09-25,,,0,1,C1
2178139484356,2000-11-10,,,0,3,A1
2178139567178,2001-01-15,,,1,1,B1
2178162900370,2000-12-18,,,1,1,A1
2178193732032,2000-06-23,,,1,1,A1
2178194959797,1999-06-04,,,0,3,C1
2178213167808,1999-11-02,,,1,1,A1
2178218700462,1999-06-27,2000-03-03,DEBT,0,1,A2
2178231454006,2000-07-18,,,1,1,C1
2178249231908,1999-10-23,2000-12-28,DEBT,1,1,A2
2178249626816,2000-01-15,,,1,1,A1
2178249743194,2000-12-10,,,1,2,A1
2178255735039,2000-02-23,,,1,1,C1
2178265981116,1999-07-03,2000-03-15,TECH,1,1,A1
2178282713376,1999-02-13,,,1,1,A1
2178292819386,2000-07-22,,,1,1,A1
2178293945442,1999-12-08,2000-01-02,COMP,0,1,B1
2178320129158,1999-09-08,2001-01-15,COMP,1,1,A1
2178328967856,1999-06-21,,,1,3,A1
2178334127499,2000-01-12,,,1,1,A2
2178353494178,2000-12-03,,,1,2,A1
2178388301078,2001-01-12,,,1,2,A1
2178396476232,2000-12-20,,,1,3,C1
2178406324918,1999-08-09,1999-09-28,NEED,1,1,C1
2178412462588,1999-08-14,,,1,1,A1
2178413784546,1999-10-25,,,0,2,C1
2178430606460,2000-08-11,2000-09-07,NEED,1,1,A1
2178454142496,1999-07-24,,,1,1,A2
2178455710056,1999-03-19,,,1,2,A1
2178456762208,2000-10-17,,,1,1,B1
2178486963008,1999-08-24,1999-09-10,TECH,1,1,C1
2178497108000,1999-12-31,,,1,1,A1
2178527120304,2000-01-07,2000-01-19,NEED,0,1,B1
2178532069743,2000-07-24,,,1,1,B1
2178534746769,1999-08-13,,,0,1,A1
2178534784673,1999-12-07,2000-10-30,MOVE,1,1,A1
2178542346312,1999-01-20,,,1,3,A1
2178545340813,1999-03-16,,,1,3,A2
2178561291180,2000-02-12,2000-12-31,DEBT,0,1,B1
2178584268739,2000-10-26,,,1,1,B1
2178601545280,2000-06-07,2000-11-27,DEBT,0,1,C1
2178608556932,1999-12-10,,,1,1,B1
2178626507915,1999-12-09,,,1,1,A1
2178641149491,2000-07-20,,,1,1,B1
2178664927825,2000-08-05,2000-08-06,NEED,1,1,B1
2178673116556,2000-06-06,,,1,1,A1
2178675810966,1999-07-26,,,0,2,C1
2178677651027,1999-11-19,2000-05-23,DEBT,0,1,C1
2178684261780,1999-11-23,,,0,1,A1
2178696728989,2000-06-06,,,0,1,A1
2178714186549,2000-01-10,,,0,1,B1
2178737464128,2000-12-11,,,1,3,A1
2178742798848,1999-08-04,2000-12-19,NEED,1,1,A1
2178763931368,1999-11-19,2000-03-23,NEED,0,1,A1
2178779287968,2000-03-03,2000-10-23,DEBT,0,1,A1
2178785637052,1999-12-16,2001-01-09,DEBT,1,1,A1
2178807159588,1999-11-17,,,1,1,A1
2178810830109,1999-10-04,,,0,2,A2
2178820792566,2000-05-24,,,1,1,C1
2178821647882,2000-09-05,,,1,1,A1
2178837295227,1999-10-12,,,1,3,A1
2178845095842,1999-07-28,2000-02-15,DEBT,0,1,A1
2178845339558,2000-03-21,,,1,2,A1
2178859017408,1999-06-05,,,1,1,A2
2178874231170,2000-09-30,,,0,3,B1
2178907300927,2000-09-20,,,1,1,A1
2178921532020,2000-12-14,,,1,2,A1
2178925125408,2000-03-31,,,0,1,A1
2178932438583,2000-09-30,,,1,3,A1
2178955600524,2000-05-31,,,1,1,A1
2178958410918,2001-01-15,,,1,2,A1
2178983396820,2001-01-04,,,1,2,A1
2178999285199,2000-10-16,,,0,3,C1
2179026425543,2000-08-27,,,1,2,A1
2179033276292,2001-01-02,,,1,1,A1
2179046183916,1999-08-28,,,1,1,B1
2179058685648,2000-07-05,,,1,1,B1
2179064647986,1999-03-16,2000-11-20,NEED,1,3,A1
2179078870240,2000-09-11,2000-12-26,DEBT,0,1,B1
2179109599084,2001-01-02,,,1,3,A1
2179135275090,2000-08-01,2000-12-20,DEBT,0,2,A2
2179143362994,2000-12-02,,,1,1,A1
2179174897782,2000-12-09,,,1,2,A1
2179175298332,2000-05-11,,,0,1,C1
2179189372398,2000-11-17,,,0,1,B1
2179192764728,2000-02-05,,,1,1,A1
2179196050878,2000-10-31,,,0,3,A1
2179196399698,1999-12-24,,,1,1,A1
2179203493029,1999-09-10,,,1,1,A2
2179207324834,1999-07-12,,,0,1,A1
2179225699945,2000-05-13,,,1,1,A1
2179242017088,1999-09-03,2000-10-23,DEBT,0,1,A1
2179242594321,1999-06-14,2000-10-12,DEBT,1,3,A1
2179247996866,2000-10-10,,,1,2,A1
2179255269635,2000-09-20,,,0,1,A1
2179262957741,2000-07-30,,,1,1,B1
2179275385941,1999-10-04,2000-07-07,NEED,1,1,A1
2179280118438,1999-02-19,2000-07-05,TECH,0,3,A1
2179281251688,1999-05-18,,,1,3,A2
2179282976692,2000-01-05,,,1,1,B1
2179356073600,2000-02-16,,,1,1,A1
2179362372038,1999-11-30,,,1,1,A1
2179389938791,1999-11-21,2000-03-23,NEED,1,1,A1
2179403697552,1999-09-30,2000-10-02,NEED,0,1,B1
2179427344752,2000-01-13,,,1,2,A1
2179434202752,1999-12-14,,,1,1,C1
2179435644224,2001-01-08,,,1,2,A1
2179443536304,2000-12-14,,,1,1,B1
2179453201524,2000-01-19,,,1,1,C1
2179464343248,2001-01-05,,,1,1,B1
2179478593228,1999-12-18,,,1,1,A1
2179489783432,2000-09-14,,,1,3,C1
2179491728480,2000-04-19,2000-06-27,COMP,1,1,A1
2179512370164,2000-04-21,,,1,1,B1
2179518054008,1999-12-22,,,1,3,A1
2179554199408,1999-10-28,2000-08-24,TECH,1,3,A1
2179557188878,1999-03-23,2000-09-20,MOVE,0,2,A1
2179558503058,2000-12-31,,,1,1,A1
2179566704454,2000-04-09,,,1,1,B1
2179582603204,1999-11-18,1999-12-06,NEED,1,1,C1
2179588113576,1999-09-27,,,1,1,B1
2179594334124,2000-06-05,2000-12-12,COMP,0,1,A1
2179603517624,1999-09-16,2000-11-30,NEED,1,1,B1
2179607621040,2000-07-21,,,1,1,A1
2179631261123,2000-05-25,,,1,1,B1
2179637709032,2000-10-01,,,1,1,B1
2179638578976,1999-03-25,,,0,1,A1
2179648549246,2000-05-16,2001-01-06,COMP,0,1,A1
2179650088494,1999-12-19,,,0,1,A1
2179651537848,1999-12-26,,,0,3,A2
2179658165244,1999-07-29,,,1,2,A1
2179677159384,2001-01-18,,,0,2,A1
2179692814113,1999-12-17,2000-03-18,COMP,1,1,A2
2179709382298,2000-07-19,,,0,3,A1
2179731265204,2000-04-14,,,0,2,A1
2179749061998,2000-10-31,,,1,1,A1
2179762857822,2000-07-31,,,0,1,C1
2179772725056,2000-12-08,,,1,3,C1
2179781879734,1999-08-26,,,1,1,A1
2179786361308,1999-12-27,,,1,1,A1
2179792541874,1999-01-22,,,1,1,A1
2179805891434,2001-01-12,,,1,1,B1
2179839106728,1999-12-24,2000-10-17,DEBT,0,3,B1
2179840270002,2000-03-17,,,0,1,A1
2179873016688,2001-01-06,,,1,2,A1
2179875079123,2000-07-24,,,0,1,B1
2179893031938,1999-08-02,2000-08-30,COMP,0,2,B1
2179917904394,2000-09-16,,,1,3,A1
2179946611108,2000-08-03,,,0,1,C1
2179957403016,1999-07-19,,,1,3,A1
2179961553506,1999-11-21,2000-10-01,NEED,1,1,A1
2179966498909,1999-12-09,2000-10-26,DEBT,0,1,A2
2179981393194,1999-11-29,2000-03-07,COMP,1,2,A2
2180008980618,2000-06-26,,,1,1,B1
2180018096231,2000-05-19,,,1,1,B1
2180020150678,1999-09-19,,,0,1,A1
2180021709048,2000-04-06,,,1,3,A1
2180029170234,2000-11-20,,,0,2,A1
2180070647646,2000-09-21,2000-11-10,,0,3,C1
2180071369077,1999-10-04,2000-01-18,DEBT,0,1,A1
2180121324825,1999-08-27,,,0,1,C1
2180123093256,2000-05-12,,,1,1,A1
2180138544338,2000-11-16,,,1,2,A2
2180156749527,1999-12-23,,,1,1,A2
2180168116248,1999-12-10,,,0,1,A2
2180175905627,2000-01-12,,,1,1,C1
2180178655683,2000-12-23,,,0,1,A1
2180182706943,1999-05-21,1999-07-12,COMP,0,3,B1
2180190767933,2000-05-07,,,0,1,A1
2180195860712,2000-06-15,2000-09-12,NEED,0,1,A1
2180212530033,1999-11-27,,,1,1,A1
2180230579872,2000-12-02,,,1,1,B1
2180255078103,2000-10-12,2000-11-30,COMP,0,2,C1
2180260738416,1999-10-16,,,1,1,A1
2180285824608,1999-09-13,,,1,3,A1
2180307709536,2000-08-10,,,0,3,A1
2180310282378,2000-01-08,,,1,2,A1
2180336550058,2000-12-06,,,1,2,A1
2180341088056,1999-10-14,,,1,1,A1
2180378636445,2000-07-12,,,1,1,B1
2180380515988,1999-05-07,,,0,1,B1
2180438434596,2000-06-22,,,1,1,B1
2180444011854,2000-05-12,,,1,1,C1
2180452417080,2000-12-23,,,1,1,A1
2180460873756,1999-12-23,,,0,1,A1
2180461064092,2000-12-22,,,1,1,A2
2180466145833,1999-07-02,,,1,3,A1
2180469549814,2000-12-22,,,1,1,B1
2180477322608,1999-03-17,,,1,1,A2
2180493860274,2000-12-18,,,1,2,B1
2180496928368,1999-10-12,,,1,1,C1
2180513302768,2001-01-05,,,1,2,B1
2180514837993,1999-08-07,,,1,3,A2
2180523154140,2001-01-13,,,1,1,A1
2180531510840,2000-12-04,,,0,2,B1
2180533949720,1999-07-19,,,1,1,A2
2180549563764,2000-06-26,,,1,1,C1
2180556353538,2000-12-01,,,1,1,B1
2180565533008,1999-07-25,,,0,3,B1
2180576428443,1999-11-11,,,0,1,B1
2180606872877,2000-12-19,,,0,2,A1
2180611096608,2000-03-11,,,1,1,A1
2180617359372,1999-09-27,,,1,1,A1
2180657092513,2000-11-01,,,0,3,A1
2180663894063,2000-11-25,,,0,2,A1
2180666754803,2000-12-19,,,1,2,B1
2180669486012,1999-10-29,,,1,1,B1
2180692089239,2000-09-26,,,1,1,A1
2180716260768,1999-10-16,,,0,1,A1
2180716873089,1999-12-23,,,0,1,B1
2180732645472,1999-10-27,,,1,2,A1
2180750931033,1999-08-01,,,1,1,B1
2180761678112,2000-01-03,,,0,1,A1
2180763738776,1999-10-31,,,0,1,A1
2180776983248,2000-04-28,,,1,1,B1
2180778146928,1999-05-14,,,1,1,C1
2180795808712,1999-12-10,,,1,2,A1
2180805967795,2000-04-01,2000-10-09,DEBT,1,3,A1
2180818291936,2000-05-22,,,0,1,C1
2180822930264,1999-12-16,2000-10-31,NEED,1,1,C1
2180871383253,2000-03-18,,,1,1,A1
2180880764686,2000-05-04,2000-12-26,DEBT,0,1,A2
2180894619278,1999-04-01,,,0,1,A1
2180898346878,1999-12-21,2000-07-03,COMP,1,1,A1
2180909603193,1999-07-26,,,1,1,A1
2180918397160,2001-01-03,,,1,2,C1
2180952641238,2000-03-01,,,1,1,B1
2180960538072,2000-06-20,,,0,1,B1
2180967248232,1999-07-26,,,1,1,B1
2180969856108,1999-02-25,,,0,3,C1
2181007023828,2000-10-18,,,0,1,C1
2181061599442,2000-05-16,,,1,1,A2
2181068081937,2000-01-20,2000-12-29,NEED,1,2,C1
2181075550960,1999-11-04,,,1,1,A1
2181078551568,1999-08-04,2000-01-21,MOVE,0,1,A1
2181084148897,2000-09-04,,,1,2,A1
2181084299124,1999-06-18,2000-07-06,TECH,1,2,A1
2181087463362,2000-09-01,,,0,1,A1
2181111812808,1999-03-22,,,1,1,C1
2181144799513,2000-05-25,,,0,1,A1
2181166946538,2000-03-29,,,0,1,C1
2181196218078,1999-01-26,,,1,3,A1
2181203195845,2000-12-13,,,1,2,A1
2181249893902,1999-06-12,,,1,2,A1
2181250856235,2000-01-28,2000-06-07,NEED,1,1,B1
2181274370964,2000-07-21,2000-08-15,NEED,1,1,C1
2181277870390,2000-09-29,2000-10-03,NEED,1,3,A2
2181316251932,2000-03-09,2000-10-13,DEBT,1,3,A2
2181339981090,1999-12-16,,,1,1,A1
2181353536288,1999-11-12,2000-08-09,NEED,0,3,C1
2181367033975,1999-10-16,,,0,3,A1
2181385579470,1999-11-23,2000-10-11,COMP,1,1,B1
2181431654958,1999-07-10,,,1,2,A1
2181435425953,2000-01-08,,,1,3,A2
2181468114720,2000-05-27,,,0,1,A1
2181468850608,1999-09-13,,,1,1,C1
2181486890148,2000-12-26,,,1,1,A1
2181530986050,1999-07-09,2000-03-28,DEBT,0,3,C1
2181539869624,2000-01-27,,,1,1,A1
2181541234408,1999-12-22,,,1,2,A1
2181543774455,1999-07-28,,,0,1,B1
2181564436866,1999-09-30,,,1,1,C1
2181570774833,1999-06-30,,,1,1,A1
2181572135071,1999-06-22,2000-09-13,COMP,0,3,B1
2181574327296,2000-07-17,,,1,1,B1
2181596710128,1999-10-15,,,1,1,A1
2181604863294,1999-08-31,1999-09-26,NEED,1,3,A1
2181608506536,2000-10-09,,,1,1,A1
2181610132845,1999-08-25,2000-02-12,TECH,1,1,A1
2181614638191,1999-05-13,2000-08-28,NEED,0,3,A2
2181623537604,1999-12-21,,,0,1,A1
2181625649969,2000-10-20,,,1,3,B1
2181631186712,2001-01-02,,,1,1,A1
2181656238163,2000-05-19,2000-12-06,NEED,1,1,B1
2181674760000,2000-06-17,,,0,2,A1
2181683433983,2000-08-03,,,1,3,A1
2181694400952,2000-12-08,,,1,1,A1
2181728017056,2000-12-17,,,1,2,A1
2181730566594,2000-07-11,,,1,2,A1
2181743055616,1999-01-28,,,0,3,A1
2181754667778,2000-08-16,,,1,1,A1
2181778659832,1999-06-13,1999-09-28,NEED,0,3,A1
2181779992768,1999-08-15,,,1,1,A2
2181785284224,2000-05-31,,,1,1,C1
2181801774971,2000-03-20,2001-01-08,DEBT,0,2,A1
2181825999880,2000-10-05,,,0,3,A1
2181835864383,1999-11-27,,,0,1,A1
2181848297461,2000-03-14,,,1,1,B1
2181849228152,2000-02-29,2000-09-09,NEED,0,1,A1
2181892985183,2000-12-27,,,1,2,B1
2181911762292,2000-04-14,,,1,3,A1
2181929117608,2000-03-26,,,0,1,A1
2181930481044,2000-05-27,,,0,1,A1
2181952256064,2000-10-19,,,0,1,C1
2181959994112,1999-09-17,,,1,1,A1
2181966156654,1999-08-07,,,0,1,A1
2181988239903,1999-10-30,,,0,2,A1
2181994102188,1999-02-03,,,1,2,A1
2181999062208,2000-03-21,,,1,1,A1
2182013256894,1999-03-31,,,1,2,B1
2182018369389,2000-12-23,,,0,2,A2
2182019723208,2000-09-29,,,1,1,C1
2182029108738,1999-12-17,,,1,2,B1
2182050945364,2000-11-10,,,1,1,A1
2182064059348,1999-06-09,2000-07-11,COMP,1,1,A2
2182069389896,2001-01-09,,,1,1,B1
2182074539478,2000-02-06,,,1,1,A1
2182078673928,1999-10-25,,,1,1,C1
2182100460690,2000-07-28,,,1,1,A1
2182134845748,1999-05-06,2000-01-20,MOVE,1,1,A1
2182143672928,2000-12-16,,,1,1,A1
2182146492048,2000-10-21,,,1,1,A1
2182162623189,1999-12-11,,,1,1,A1
2182182014850,2000-06-17,,,0,2,A1
2182182439916,2000-05-04,,,0,2,A1
2182227412518,2000-03-16,,,1,1,A1
2182231452768,2000-09-27,,,0,1,C1
2182249886131,2001-01-08,2001-01-08,NEED,0,2,A2
2182256383534,1999-12-31,,,1,1,A1
2182261752960,2000-06-05,,,0,1,A1
2182306087408,1999-07-15,1999-07-27,NEED,1,1,A2
2182357311896,2000-12-12,,,1,1,A2
2182380058680,2000-01-07,,,0,1,B1
2182401375536,1999-12-09,,,1,1,B1
2182401747729,1999-05-15,1999-06-02,NEED,1,1,A2
2182404839152,2000-03-12,,,0,2,A1
2182461070608,2000-01-31,,,0,1,A1
2182486309306,1999-12-21,2000-10-11,NEED,0,1,A1
2182491317828,1999-10-02,,,1,1,A1
2182516860933,2000-12-29,,,0,3,A1
2182567709580,1999-10-06,,,1,1,B1
2182576651233,2000-01-16,,,1,1,A1
2182591242865,1999-05-05,2000-02-07,DEBT,0,3,A1
2182597302960,2000-08-16,,,1,1,B1
2182634670443,1999-03-12,,,0,1,B1
2182635013793,2000-02-19,,,0,3,A1
2182650985164,1999-03-13,,,1,1,A1
2182655713710,1999-12-08,,,1,1,A1
2182656343603,1999-10-16,,,0,2,A1
2182694395488,1999-12-02,,,0,1,C1
2182705812055,2000-05-11,,,1,1,B1
2182713722148,1999-03-04,,,1,2,A1
2182763149680,2000-12-02,,,1,1,B1
2182763501656,1999-01-29,,,1,1,A2
2182768610340,2000-08-25,,,1,3,B1
2182789788945,2000-11-17,,,1,1,A1
2182796242758,2000-12-18,,,1,2,A1
2182801329488,2000-12-16,,,1,1,A1
2182803920093,2000-12-19,,,0,2,A2
2182807315440,1999-07-23,,,1,1,C1
2182814286432,1999-08-20,,,1,1,A1
2182829459100,2000-12-14,,,1,2,C1
2182834907216,1999-03-29,2000-09-15,COMP,1,3,A1
2182845795984,1999-10-06,,,1,1,A1
2182877830017,2000-12-29,2001-01-04,NEED,1,1,C1
2182906322025,2001-01-04,,,0,2,B1
2182917763302,2000-08-25,,,1,1,A1
2182918350452,2000-03-14,,,0,1,A1
2182919455472,2000-10-19,,,0,3,C1
2182934099048,2000-07-15,,,1,3,B1
2182989111977,1999-06-16,,,1,1,A1
2182999503870,1999-10-22,,,0,1,B1
2183003966985,1999-11-11,,,1,1,A1
2183018952807,1999-10-02,,,0,1,A1
2183044388568,1999-08-04,2000-08-05,COMP,1,1,A1
2183054623424,2001-01-12,,,1,1,A1
2183077806108,2000-01-16,,,0,1,A2
2183124313248,2000-09-07,,,1,2,B1
2183131736565,2000-09-30,,,1,1,A1
2183159890506,2000-10-18,,,1,1,A1
2183166026539,2000-10-28,,,1,1,A1
2183182121954,1999-06-19,,,1,1,A1
2183194058352,2000-11-08,,,1,3,A1
2183206669899,1999-07-02,,,1,1,A1
2183210527920,1999-03-28,,,0,3,A1
2183214928092,1999-07-11,,,1,3,A1
2183234574126,2000-11-20,,,1,3,A1
